,ISU,GENDER,DATE_BIRTH,ST_YEAR,SEMESTER,DISC_ID,MAIN_PLAN,TYPE_NAME,MARK
51,9518828187737345193,М,1972,2019/2020,2.0,15995345565423672793,5362976524072356586,Экзамен,3.606741573033708
52,9518828187737345193,М,1972,2019/2020,2.0,15995345565423672793,6400029993508373585,Экзамен,3.75
53,9518828187737345193,М,1972,2019/2020,1.0,15995345565423672793,5362976524072356586,Зачет,
54,9518828187737345193,М,1972,2020/2021,2.0,15995345565423672793,9271751027415738909,Экзамен,3.9047619047619047
55,9518828187737345193,М,1972,2020/2021,2.0,15995345565423672793,11537816928867622181,Экзамен,3.0
56,9518828187737345193,М,1972,2020/2021,2.0,15995345565423672793,7388730471848906305,Экзамен,3.6
57,9518828187737345193,М,1972,2020/2021,2.0,15995345565423672793,17341378711746966940,Экзамен,3.2777777777777777
58,9518828187737345193,М,1972,2020/2021,1.0,15995345565423672793,17341378711746966940,Зачет,
59,10780595177472297993,М,1972,2020/2021,5.0,5972842247015293043,16219543663792592790,Экзамен,3.3793103448275863
60,10780595177472297993,М,1972,2020/2021,5.0,5972842247015293043,11623170453297887849,Экзамен,3.351851851851852
61,10780595177472297993,М,1972,2020/2021,5.0,5972842247015293043,1735447964736427415,Экзамен,3.588235294117647
62,10780595177472297993,М,1972,2020/2021,5.0,5972842247015293043,13853157285610124152,Экзамен,3.393939393939394
63,10780595177472297993,М,1972,2020/2021,5.0,5972842247015293043,11601735065314202486,Экзамен,3.5
64,10780595177472297993,М,1972,2020/2021,1.0,3942336063294957065,4024211656037889459,Зачет,
65,10780595177472297993,М,1972,2018/2019,1.0,7389859589174873380,11623170453297887849,Зачет,
66,10780595177472297993,М,1972,2018/2019,2.0,17190393298741744830,1735447964736427415,Экзамен,3.338345864661654
67,10780595177472297993,М,1972,2018/2019,2.0,17190393298741744830,11601735065314202486,Экзамен,3.4383561643835616
68,10780595177472297993,М,1972,2018/2019,1.0,17190393298741744830,13853157285610124152,Зачет,
69,10780595177472297993,М,1972,2018/2019,1.0,17190393298741744830,1735447964736427415,Зачет,
70,10780595177472297993,М,1972,2018/2019,1.0,17190393298741744830,16219543663792592790,Зачет,
71,10780595177472297993,М,1972,2018/2019,1.0,17190393298741744830,11601735065314202486,Зачет,
72,10780595177472297993,М,1972,2019/2020,1.0,1748261051488913628,15970149812698605927,Зачет,
73,10780595177472297993,М,1972,2019/2020,1.0,1748261051488913628,15970149812698605927,Странный зачет,3.0
74,10780595177472297993,М,1972,2019/2020,2.0,15928206039781824216,2516887713846954209,Дифференцированный зачет,3.3666666666666667
75,10780595177472297993,М,1972,2019/2020,1.0,15928206039781824216,1959684331878544858,Зачет,
76,10780595177472297993,М,1972,2019/2020,1.0,15928206039781824216,1959684331878544858,Странный зачет,3.0
77,10780595177472297993,М,1972,2019/2020,1.0,15928206039781824216,17612328442276550730,Зачет,
78,10780595177472297993,М,1972,2019/2020,1.0,15928206039781824216,2516887713846954209,Зачет,
79,10780595177472297993,М,1972,2020/2021,1.0,15928206039781824216,8112094304307140942,Зачет,
80,10780595177472297993,М,1972,2020/2021,1.0,15928206039781824216,5283359639739198,Зачет,
81,10780595177472297993,М,1972,2019/2020,2.0,2217818214435684685,15497068133959288608,Дифференцированный зачет,3.3909774436090228
82,10780595177472297993,М,1972,2019/2020,1.0,2217818214435684685,15497068133959288608,Зачет,
83,10780595177472297993,М,1972,2020/2021,2.0,2217818214435684685,4833027042617058934,Дифференцированный зачет,3.3194444444444446
84,10780595177472297993,М,1972,2020/2021,2.0,2217818214435684685,2670765318842283532,Дифференцированный зачет,3.708860759493671
85,10780595177472297993,М,1972,2020/2021,1.0,2217818214435684685,4833027042617058934,Зачет,
86,10780595177472297993,М,1972,2020/2021,1.0,2217818214435684685,2670765318842283532,Зачет,
87,10780595177472297993,М,1972,2020/2021,6.0,13773644767734301532,1735447964736427415,Зачет,
88,10780595177472297993,М,1972,2020/2021,6.0,13773644767734301532,11601735065314202486,Зачет,
89,10780595177472297993,М,1972,2020/2021,6.0,13773644767734301532,11601735065314202486,Странный зачет,3.0
90,11693751896484060897,М,1942,2020/2021,6.0,14482449832244106943,3363922121647122056,Курсовой проект,4.755555555555556
91,11693751896484060897,М,1942,2020/2021,6.0,14482449832244106943,3363922121647122056,Экзамен,3.933333333333333
92,11693751896484060897,М,1942,2020/2021,6.0,14482449832244106943,10063135663229342125,Курсовой проект,3.909090909090909
93,11693751896484060897,М,1942,2020/2021,6.0,14482449832244106943,10063135663229342125,Экзамен,3.727272727272727
94,11693751896484060897,М,1942,2020/2021,5.0,14482449832244106943,3363922121647122056,Зачет,
95,11693751896484060897,М,1942,2020/2021,5.0,14482449832244106943,10063135663229342125,Зачет,
96,4183621607256043332,Ж,1983,2019/2020,4.0,17237363968637761553,13853157285610124152,Экзамен,4.27027027027027
97,4183621607256043332,Ж,1983,2019/2020,4.0,17237363968637761553,16219543663792592790,Экзамен,4.46875
98,4183621607256043332,Ж,1983,2020/2021,4.0,17237363968637761553,1959684331878544858,Экзамен,4.575757575757576
99,4183621607256043332,Ж,1983,2020/2021,4.0,17237363968637761553,15970149812698605927,Экзамен,4.337349397590361
100,4183621607256043332,Ж,1983,2020/2021,4.0,17237363968637761553,17612328442276550730,Экзамен,4.387755102040816
101,4183621607256043332,Ж,1983,2020/2021,3.0,14117172740964826343,1959684331878544858,Экзамен,4.4
102,4183621607256043332,Ж,1983,2020/2021,1.0,8524378522522717873,4833027042617058934,Экзамен,4.078212290502793
103,4183621607256043332,Ж,1983,2020/2021,5.0,9091216578705295340,1735447964736427415,Зачет,
104,8908088375481219027,М,1946,2018/2019,2.0,12811716942689876852,6109444872767872868,Экзамен,3.648351648351648
105,8908088375481219027,М,1946,2018/2019,1.0,12811716942689876852,6109444872767872868,Экзамен,3.84375
106,6196608402561331908,М,1955,2019/2020,4.0,18141549959209529268,3636112309748229871,Экзамен,4.869565217391305
107,6196608402561331908,М,1955,2020/2021,3.0,5379325727834821039,10080731777079285074,Экзамен,3.555984555984556
108,6196608402561331908,М,1955,2020/2021,4.0,3880086603500175642,3259025934245756351,Экзамен,4.478260869565218
109,6196608402561331908,М,1955,2020/2021,5.0,2876872663182874475,3636112309748229871,Экзамен,4.857142857142857
110,2758247680385402829,Ж,1941,2018/2019,2.0,844904365172877593,5702036724245840580,Экзамен,3.764227642276423
111,2758247680385402829,Ж,1941,2018/2019,1.0,844904365172877593,5702036724245840580,Экзамен,3.7777777777777777
112,2758247680385402829,Ж,1941,2018/2019,1.0,11130215275216855001,13853157285610124152,Экзамен,3.53125
113,2758247680385402829,Ж,1941,2018/2019,1.0,11130215275216855001,1735447964736427415,Экзамен,3.7541899441340782
114,6553468462570091916,М,1960,2018/2019,1.0,626617645851559829,12583935990411924420,Экзамен,3.776824034334764
115,6553468462570091916,М,1960,2018/2019,2.0,7770676719070073285,12583935990411924420,Экзамен,3.66
116,6098328082922472296,Ж,1964,2018/2019,2.0,11130215275216855001,1735447964736427415,Экзамен,3.6209150326797386
117,6098328082922472296,Ж,1964,2018/2019,2.0,11130215275216855001,11601735065314202486,Экзамен,3.728260869565217
118,6098328082922472296,Ж,1964,2018/2019,1.0,11130215275216855001,1735447964736427415,Экзамен,3.7541899441340782
119,6098328082922472296,Ж,1964,2018/2019,1.0,11130215275216855001,11601735065314202486,Экзамен,3.7596153846153846
120,6098328082922472296,Ж,1964,2019/2020,3.0,11130215275216855001,4352635255996225715,Экзамен,3.789473684210526
121,6098328082922472296,Ж,1964,2019/2020,3.0,11130215275216855001,1735447964736427415,Экзамен,3.801724137931034
122,6098328082922472296,Ж,1964,2019/2020,3.0,11130215275216855001,11601735065314202486,Экзамен,3.695652173913044
123,6098328082922472296,Ж,1964,2018/2019,1.0,12220353181726736273,4913217172818464925,Экзамен,3.857142857142857
124,6098328082922472296,Ж,1964,2019/2020,2.0,12220353181726736273,12802389387899367182,Экзамен,3.8
125,6098328082922472296,Ж,1964,2019/2020,2.0,12220353181726736273,2580376221820191753,Экзамен,3.6774193548387095
126,6098328082922472296,Ж,1964,2019/2020,3.0,12220353181726736273,4913217172818464925,Экзамен,3.947368421052632
127,6098328082922472296,Ж,1964,2019/2020,4.0,4179959023360825634,5702036724245840580,Экзамен,3.867816091954023
128,6098328082922472296,Ж,1964,2019/2020,2.0,552619236026332123,10572588772961100256,Экзамен,3.903743315508021
129,6098328082922472296,Ж,1964,2019/2020,2.0,552619236026332123,15497068133959288608,Экзамен,3.673076923076923
130,6098328082922472296,Ж,1964,2019/2020,2.0,552619236026332123,5362976524072356586,Экзамен,3.555555555555556
131,6098328082922472296,Ж,1964,2019/2020,1.0,552619236026332123,10572588772961100256,Экзамен,3.75
132,6098328082922472296,Ж,1964,2019/2020,1.0,552619236026332123,15497068133959288608,Экзамен,3.808988764044944
133,6098328082922472296,Ж,1964,2019/2020,1.0,552619236026332123,5362976524072356586,Экзамен,3.5294117647058822
134,14220067957459654527,Ж,1947,2020/2021,2.0,5390045268612005024,13892532057088515508,Зачет,
135,14220067957459654527,Ж,1947,2020/2021,2.0,5390045268612005024,16432325459770391787,Зачет,
136,14220067957459654527,Ж,1947,2020/2021,1.0,5390045268612005024,13892532057088515508,Экзамен,3.4
137,14220067957459654527,Ж,1947,2020/2021,1.0,5390045268612005024,16432325459770391787,Экзамен,3.692307692307693
138,14220067957459654527,Ж,1947,2020/2021,4.0,5318914957997170904,10080731777079285074,Экзамен,3.5860465116279068
139,14220067957459654527,Ж,1947,2019/2020,4.0,12647723685614105746,12583935990411924420,Экзамен,3.751479289940829
140,14220067957459654527,Ж,1947,2020/2021,6.0,17491790376622274474,4913217172818464925,Экзамен,3.769230769230769
141,14220067957459654527,Ж,1947,2020/2021,2.0,17491790376622274474,5928068423167434299,Экзамен,3.0
142,14220067957459654527,Ж,1947,2020/2021,4.0,12669686101163654524,6400029993508373585,Зачет,
143,14220067957459654527,Ж,1947,2020/2021,4.0,12669686101163654524,12229251672782950828,Зачет,
144,14220067957459654527,Ж,1947,2020/2021,4.0,12669686101163654524,5362976524072356586,Зачет,
145,14220067957459654527,Ж,1947,2020/2021,4.0,12669686101163654524,5362976524072356586,Странный зачет,4.0
146,14220067957459654527,Ж,1947,2019/2020,3.0,6352950248724868880,12583935990411924420,Экзамен,3.5
147,12078998940529773983,М,1954,2019/2020,2.0,844904365172877593,10080731777079285074,Экзамен,3.644599303135888
148,12078998940529773983,М,1954,2018/2019,2.0,8153436735793905987,10681753568606010416,Экзамен,3.0
149,12078998940529773983,М,1954,2018/2019,2.0,8153436735793905987,4618577268246216255,Экзамен,3.870967741935484
150,12078998940529773983,М,1954,2018/2019,2.0,8153436735793905987,3363922121647122056,Экзамен,3.6739130434782608
151,12078998940529773983,М,1954,2018/2019,1.0,8153436735793905987,12612448798936427967,Экзамен,3.230769230769231
152,12078998940529773983,М,1954,2018/2019,1.0,8153436735793905987,10681753568606010416,Экзамен,3.388888888888889
153,12078998940529773983,М,1954,2018/2019,1.0,8153436735793905987,4618577268246216255,Экзамен,4.129032258064516
154,12078998940529773983,М,1954,2018/2019,1.0,8153436735793905987,3363922121647122056,Экзамен,3.594059405940594
155,12078998940529773983,М,1954,2019/2020,3.0,8153436735793905987,3363922121647122056,Экзамен,3.646153846153846
156,12078998940529773983,М,1954,2019/2020,3.0,8153436735793905987,10681753568606010416,Экзамен,3.1818181818181817
157,12078998940529773983,М,1954,2019/2020,3.0,8153436735793905987,4618577268246216255,Экзамен,3.615384615384616
158,12078998940529773983,М,1954,2019/2020,3.0,12811716942689876852,6109444872767872868,Экзамен,3.657894736842105
159,12078998940529773983,М,1954,2019/2020,3.0,11130215275216855001,1735447964736427415,Экзамен,3.801724137931034
160,12078998940529773983,М,1954,2020/2021,4.0,5318914957997170904,10080731777079285074,Экзамен,3.5860465116279068
161,12078998940529773983,М,1954,2019/2020,4.0,12669686101163654524,3363922121647122056,Зачет,
162,12078998940529773983,М,1954,2019/2020,4.0,12669686101163654524,3363922121647122056,Странный зачет,4.0
163,12078998940529773983,М,1954,2019/2020,4.0,12669686101163654524,10681753568606010416,Зачет,
164,12078998940529773983,М,1954,2019/2020,4.0,12669686101163654524,4618577268246216255,Зачет,
165,12078998940529773983,М,1954,2020/2021,3.0,5379325727834821039,10080731777079285074,Экзамен,3.555984555984556
166,12078998940529773983,М,1954,2020/2021,2.0,552619236026332123,9271751027415738909,Экзамен,3.863636363636364
167,12078998940529773983,М,1954,2020/2021,2.0,552619236026332123,747061834329114922,Экзамен,3.941176470588236
168,12078998940529773983,М,1954,2020/2021,2.0,552619236026332123,11537816928867622181,Экзамен,3.4
169,12078998940529773983,М,1954,2020/2021,2.0,552619236026332123,7388730471848906305,Экзамен,4.08641975308642
170,12078998940529773983,М,1954,2020/2021,2.0,552619236026332123,10512842687094768531,Экзамен,4.4
171,12078998940529773983,М,1954,2020/2021,2.0,552619236026332123,17341378711746966940,Экзамен,3.5294117647058822
172,12078998940529773983,М,1954,2020/2021,1.0,552619236026332123,9271751027415738909,Экзамен,4.291666666666667
173,12078998940529773983,М,1954,2020/2021,1.0,552619236026332123,747061834329114922,Экзамен,4.0
174,12078998940529773983,М,1954,2020/2021,1.0,552619236026332123,11537816928867622181,Экзамен,4.0
175,12078998940529773983,М,1954,2020/2021,1.0,552619236026332123,7388730471848906305,Экзамен,4.159090909090909
176,12078998940529773983,М,1954,2020/2021,1.0,552619236026332123,10512842687094768531,Экзамен,4.2
177,12078998940529773983,М,1954,2020/2021,1.0,552619236026332123,17341378711746966940,Экзамен,4.111111111111111
178,11578709411675590904,Ж,1954,2018/2019,2.0,8153436735793905987,3363922121647122056,Экзамен,3.6739130434782608
179,11578709411675590904,Ж,1954,2018/2019,1.0,8153436735793905987,3363922121647122056,Экзамен,3.594059405940594
180,11578709411675590904,Ж,1954,2018/2019,2.0,5390045268612005024,12005014290413026222,Зачет,
181,11578709411675590904,Ж,1954,2018/2019,2.0,5390045268612005024,12005014290413026222,Странный зачет,3.0
182,11578709411675590904,Ж,1954,2018/2019,1.0,5390045268612005024,12005014290413026222,Экзамен,4.090909090909091
183,1424295642247038512,М,1949,2018/2019,1.0,11130215275216855001,1735447964736427415,Экзамен,3.7541899441340782
184,1424295642247038512,М,1949,2018/2019,1.0,6726924670921140867,4969477580156330720,Экзамен,3.511111111111111
185,13431677174520035666,М,1956,2020/2021,1.0,6951929017628462007,5928068423167434299,Курсовой проект,4.0
186,13431677174520035666,М,1956,2020/2021,1.0,6951929017628462007,5928068423167434299,Экзамен,3.0
187,13431677174520035666,М,1956,2019/2020,4.0,6236841854279885249,15820306466107805201,Дифференцированный зачет,4.8125
188,13431677174520035666,М,1956,2020/2021,4.0,6236841854279885249,4277008905584954292,Дифференцированный зачет,4.818181818181818
189,13431677174520035666,М,1956,2019/2020,4.0,8881305293796786536,3081038864116124328,Дифференцированный зачет,5.0
190,13431677174520035666,М,1956,2020/2021,2.0,12619258256050573953,5928068423167434299,Дифференцированный зачет,4.0
191,13431677174520035666,М,1956,2020/2021,6.0,4029591180338378948,15820306466107805201,Дифференцированный зачет,4.827586206896552
192,13431677174520035666,М,1956,2020/2021,4.0,10666254422580420275,4277008905584954292,Дифференцированный зачет,4.883720930232558
193,13431677174520035666,М,1956,2020/2021,5.0,5586355461218813093,15820306466107805201,Дифференцированный зачет,4.866666666666666
194,1670115563377374103,М,1960,2018/2019,2.0,12321544587442271523,4352635255996225715,Экзамен,3.4834437086092715
195,1670115563377374103,М,1960,2018/2019,2.0,6264647027297785704,1735447964736427415,Экзамен,3.5
196,1670115563377374103,М,1960,2018/2019,2.0,6264647027297785704,16219543663792592790,Экзамен,3.5405405405405403
197,1670115563377374103,М,1960,2018/2019,2.0,6264647027297785704,11601735065314202486,Экзамен,3.50561797752809
198,1670115563377374103,М,1960,2018/2019,1.0,6264647027297785704,1735447964736427415,Экзамен,3.4198895027624308
199,1670115563377374103,М,1960,2018/2019,1.0,6264647027297785704,16219543663792592790,Экзамен,3.441860465116279
200,1670115563377374103,М,1960,2018/2019,1.0,6264647027297785704,11623170453297887849,Экзамен,3.5876288659793816
201,1670115563377374103,М,1960,2018/2019,1.0,6264647027297785704,11601735065314202486,Экзамен,3.466019417475728
202,1670115563377374103,М,1960,2018/2019,2.0,3349554631096550219,4862064472418713298,Экзамен,3.310344827586207
203,1670115563377374103,М,1960,2018/2019,1.0,3349554631096550219,3081038864116124328,Экзамен,3.933333333333333
204,1670115563377374103,М,1960,2018/2019,2.0,18179989018279378066,3907047879618742577,Экзамен,3.769230769230769
205,1670115563377374103,М,1960,2018/2019,1.0,18179989018279378066,3907047879618742577,Экзамен,3.7857142857142856
206,1670115563377374103,М,1960,2018/2019,1.0,18179989018279378066,3636112309748229871,Экзамен,4.5588235294117645
207,16835290750631533220,М,1960,2018/2019,2.0,17829465878682430528,4969477580156330720,Экзамен,3.5
208,16835290750631533220,М,1960,2018/2019,1.0,12321544587442271523,4352635255996225715,Экзамен,3.4597701149425286
209,16835290750631533220,М,1960,2019/2020,2.0,6264647027297785704,1959684331878544858,Экзамен,3.375
210,16835290750631533220,М,1960,2019/2020,2.0,6264647027297785704,17612328442276550730,Экзамен,3.3026315789473686
211,16835290750631533220,М,1960,2019/2020,1.0,6264647027297785704,15970149812698605927,Экзамен,3.5078125
212,16835290750631533220,М,1960,2019/2020,1.0,6264647027297785704,15497068133959288608,Экзамен,3.591160220994475
213,16835290750631533220,М,1960,2019/2020,1.0,6264647027297785704,1959684331878544858,Экзамен,3.422222222222222
214,16835290750631533220,М,1960,2019/2020,1.0,6264647027297785704,17612328442276550730,Экзамен,3.341463414634146
215,16835290750631533220,М,1960,2020/2021,2.0,6264647027297785704,4833027042617058934,Экзамен,3.267605633802817
216,16835290750631533220,М,1960,2020/2021,1.0,6264647027297785704,4833027042617058934,Экзамен,3.4526315789473685
217,16835290750631533220,М,1960,2018/2019,2.0,4512374046740570946,4618577268246216255,Экзамен,3.612903225806452
218,16835290750631533220,М,1960,2018/2019,2.0,4512374046740570946,3363922121647122056,Экзамен,3.4719101123595504
219,16835290750631533220,М,1960,2018/2019,1.0,4512374046740570946,10681753568606010416,Экзамен,3.2222222222222223
220,16835290750631533220,М,1960,2018/2019,1.0,4512374046740570946,4618577268246216255,Экзамен,3.5161290322580645
221,16835290750631533220,М,1960,2018/2019,1.0,4512374046740570946,3363922121647122056,Экзамен,3.4554455445544554
222,16835290750631533220,М,1960,2018/2019,2.0,3349554631096550219,3081038864116124328,Экзамен,4.230769230769231
223,16835290750631533220,М,1960,2018/2019,2.0,3349554631096550219,15820306466107805201,Экзамен,3.804878048780488
224,16835290750631533220,М,1960,2018/2019,2.0,3349554631096550219,4913217172818464925,Экзамен,4.0
225,16835290750631533220,М,1960,2018/2019,1.0,3349554631096550219,3081038864116124328,Экзамен,3.933333333333333
226,16835290750631533220,М,1960,2018/2019,1.0,3349554631096550219,15820306466107805201,Экзамен,3.727272727272727
227,16835290750631533220,М,1960,2018/2019,1.0,3349554631096550219,4913217172818464925,Экзамен,4.043478260869565
228,16835290750631533220,М,1960,2019/2020,4.0,3349554631096550219,13296613252650366679,Экзамен,3.65
229,16835290750631533220,М,1960,2019/2020,4.0,3349554631096550219,3571631677927574490,Экзамен,4.0
230,16835290750631533220,М,1960,2019/2020,1.0,3349554631096550219,4277008905584954292,Экзамен,3.7586206896551726
231,16835290750631533220,М,1960,2020/2021,4.0,3349554631096550219,15549593930983347116,Экзамен,3.696969696969697
232,16835290750631533220,М,1960,2018/2019,2.0,18179989018279378066,3636112309748229871,Экзамен,4.233333333333333
233,16835290750631533220,М,1960,2018/2019,1.0,18179989018279378066,3636112309748229871,Экзамен,4.5588235294117645
234,16835290750631533220,М,1960,2019/2020,2.0,18179989018279378066,3259025934245756351,Экзамен,3.8157894736842106
235,16835290750631533220,М,1960,2019/2020,4.0,18179989018279378066,3907047879618742577,Экзамен,4.0
236,16835290750631533220,М,1960,2019/2020,1.0,18179989018279378066,3259025934245756351,Экзамен,4.048780487804878
237,16835290750631533220,М,1960,2020/2021,4.0,18179989018279378066,7130526432801337743,Экзамен,3.6666666666666665
238,16835290750631533220,М,1960,2020/2021,2.0,5638177065270669737,6252077101057070041,Экзамен,4.125
239,16835290750631533220,М,1960,2020/2021,1.0,5638177065270669737,6252077101057070041,Экзамен,4.142857142857143
240,16835290750631533220,М,1960,2019/2020,2.0,695931230947311728,18325036910583094652,Экзамен,4.184210526315789
241,16835290750631533220,М,1960,2019/2020,2.0,695931230947311728,1854074314071699082,Экзамен,3.765625
242,16835290750631533220,М,1960,2019/2020,2.0,695931230947311728,10913539923776105000,Экзамен,3.8
243,16835290750631533220,М,1960,2019/2020,2.0,695931230947311728,18088832473350900077,Экзамен,3.5789473684210527
244,16835290750631533220,М,1960,2019/2020,,695931230947311728,8417928891314317457,,
245,16835290750631533220,М,1960,2020/2021,2.0,695931230947311728,13892532057088515508,Экзамен,3.75
246,16835290750631533220,М,1960,2020/2021,2.0,695931230947311728,16432325459770391787,Экзамен,3.333333333333333
247,16835290750631533220,М,1960,2020/2021,2.0,695931230947311728,11183287384627919237,Экзамен,3.854545454545456
248,16835290750631533220,М,1960,2020/2021,2.0,9136155891279122895,11572466657018792275,Экзамен,3.38
249,16835290750631533220,М,1960,2020/2021,1.0,9136155891279122895,11572466657018792275,Экзамен,3.532258064516129
250,7974260040688792724,М,1957,2019/2020,4.0,14092081382917747756,5702036724245840580,Дифференцированный зачет,3.583333333333333
251,7974260040688792724,М,1957,2020/2021,4.0,1493184778574373187,8245777510924300282,Экзамен,3.682926829268293
252,7974260040688792724,М,1957,2020/2021,4.0,1493184778574373187,3565092471695652870,Экзамен,3.4468085106382977
253,7974260040688792724,М,1957,2019/2020,3.0,4512374046740570946,10063135663229342125,Экзамен,3.857142857142857
254,7974260040688792724,М,1957,2019/2020,3.0,4512374046740570946,12612448798936427967,Экзамен,4.285714285714286
255,7974260040688792724,М,1957,2019/2020,3.0,4512374046740570946,15803397244579105871,Экзамен,3.6
256,7974260040688792724,М,1957,2019/2020,3.0,4512374046740570946,8119954803121849123,Экзамен,3.0
